russian_word;english_word;img_card;sound_card
Согласный звук;Consonant;https://mnemoenglish.ru/img/mnemocard/5bcffcd833de91bf40775f6b48c1caf2.jpeg;https://mnemoenglish.ru/sound/englishdom/consonant.mp3
Слог;Syllable;https://mnemoenglish.ru/img/mnemocard/7c088fbcd585ab091ab376604fb45d24.jpeg;https://mnemoenglish.ru/sound/englishdom/syllable.mp3
Вера;Belief;https://mnemoenglish.ru/img/mnemocard/576418fdbdb938938fd3036e6dd1e392.jpeg;https://mnemoenglish.ru/sound/englishdom/belief.mp3
Долг;Debt;https://mnemoenglish.ru/img/mnemocard/82945438962669cc0a2fe7a66fd6accb.jpeg;https://mnemoenglish.ru/sound/englishdom/debt.mp3
Сюжет;Plot;https://mnemoenglish.ru/img/mnemocard/8f42944df61f7b529ab6dd64dc83c24f.jpeg;https://mnemoenglish.ru/sound/englishdom/plot.mp3
Звезда;Star;https://mnemoenglish.ru/img/mnemocard/490cdd8dbf7250c3e3a3008c50da6549.jpeg;https://mnemoenglish.ru/sound/englishdom/star.mp3
Складывать,добавлять;Add;https://mnemoenglish.ru/img/mnemocard/14613ade91ac44607e88e79b8d575a3d.jpeg;https://mnemoenglish.ru/sound/englishdom/add.mp3
Угол;Angle;https://mnemoenglish.ru/img/mnemocard/3ad388bea467092a333c0f7350d6b070.jpeg;https://mnemoenglish.ru/sound/englishdom/angle.mp3
Предложение цены;Bid;https://mnemoenglish.ru/img/mnemocard/7c1640dc5ac9926ff4cff27ed6790d6e.jpeg;https://mnemoenglish.ru/sound/englishdom/bid.mp3
Свеча;Candle;https://mnemoenglish.ru/img/mnemocard/1bfc348bcee5338191b32e6088cd6ba1.jpeg;https://mnemoenglish.ru/sound/englishdom/candle.mp3
Подушка;Cushion;https://mnemoenglish.ru/img/mnemocard/42f96e7ab2c8e010a558e452b1f5c72d.jpeg;https://mnemoenglish.ru/sound/englishdom/cushion.mp3
Пыль;Dust;https://mnemoenglish.ru/img/mnemocard/79567931184a5d38f8eaec33c31912a8.jpeg;https://mnemoenglish.ru/sound/englishdom/dust.mp3
Лампа;Light;https://mnemoenglish.ru/img/mnemocard/66394569c365e6dd3285a7b332468bb0.jpeg;https://mnemoenglish.ru/sound/englishdom/light.mp3
Розетка;Socket;https://mnemoenglish.ru/img/mnemocard/9518aaea89055aa33549f2724b8e82c8.jpeg;https://mnemoenglish.ru/sound/englishdom/socket.mp3
Переключатель;Switch;https://mnemoenglish.ru/img/mnemocard/9ea7fb4921b161bdad81a24ac7ba5fcd.jpeg;https://mnemoenglish.ru/sound/englishdom/switch.mp3
Сцена;Scene;https://mnemoenglish.ru/img/mnemocard/569ac86427ab35077efc344e59d9c686.jpeg;https://mnemoenglish.ru/sound/manualy/scene.mp3
Муравей;Ant;https://mnemoenglish.ru/img/mnemocard/429662517a4d0d029a7c50973ad23c7e.jpeg;https://mnemoenglish.ru/sound/englishdom/ant.mp3
Гусеница;Caterpillar;https://mnemoenglish.ru/img/mnemocard/4a46cd341899ccb6aaf45d095aca93bf.jpeg;https://mnemoenglish.ru/sound/englishdom/caterpillar.mp3
Стрекоза;Dragonfly;https://mnemoenglish.ru/img/mnemocard/631a906d9515f2c3cadb5e6e95a944f0.jpeg;https://mnemoenglish.ru/sound/englishdom/dragonfly.mp3
Пруд;Pond;https://mnemoenglish.ru/img/mnemocard/1127b5065ec28c349ee81391ad46fe62.jpeg;https://mnemoenglish.ru/sound/englishdom/pond.mp3
Контракт;Contract;https://mnemoenglish.ru/img/mnemocard/3469656e67a00e14ce56baef3fead826.jpeg;https://mnemoenglish.ru/sound/englishdom/contract.mp3
Треска;Cod;https://mnemoenglish.ru/img/mnemocard/78186c7a15a15d13dfd7f810989cd949.jpeg;https://mnemoenglish.ru/sound/englishdom/cod.mp3
Мидия;Mussel;https://mnemoenglish.ru/img/mnemocard/7ed3f285ff0c01550b3ad0a2cbc4e268.jpeg;https://mnemoenglish.ru/sound/englishdom/mussel.mp3
Кусковой;Lump;https://mnemoenglish.ru/img/mnemocard/28fc2cc68f19f61531c69109a7c6ed20.jpeg;https://mnemoenglish.ru/sound/englishdom/lump.mp3
кекс;Muffin;https://mnemoenglish.ru/img/mnemocard/3cb939a76beac9b239e94ede941f7377.jpeg;https://mnemoenglish.ru/sound/englishdom/muffin.mp3
Макаронные изделия;Pasta;https://mnemoenglish.ru/img/mnemocard/109a96676d08d8d8890f1a7e42820787.jpeg;https://mnemoenglish.ru/sound/englishdom/pasta.mp3
Сгнивший;Rotten;https://mnemoenglish.ru/img/mnemocard/530cf181cdef59a25dae258f1d21f313.jpeg;https://mnemoenglish.ru/sound/englishdom/rotten.mp3
Клетка;Cell;https://mnemoenglish.ru/img/mnemocard/3bd5d9b4d04676e48caaea369ba94d33.jpeg;https://mnemoenglish.ru/sound/englishdom/cell.mp3
Страсть,пламя,предмет любви;Flame;https://mnemoenglish.ru/img/mnemocard/29cd2f405a6fbc6711f0264813b0dfd3.jpeg;https://mnemoenglish.ru/sound/englishdom/flame.mp3
Мех;Fur;https://mnemoenglish.ru/img/mnemocard/6b9c8a8f32e536749b5b4ce4b36f1621.jpeg;https://mnemoenglish.ru/sound/englishdom/fur.mp3
Кожа;Leather;https://mnemoenglish.ru/img/mnemocard/4cd9a2e177ee3a76e6cbb33dd5c741da.jpeg;https://mnemoenglish.ru/sound/englishdom/leather.mp3
Шелк;Silk;https://mnemoenglish.ru/img/mnemocard/34431ace1896a8af40daeace3f8b05e3.jpeg;https://mnemoenglish.ru/sound/englishdom/silk.mp3
Барабан;Drum;https://mnemoenglish.ru/img/mnemocard/53dc4d441996b9d1357198c3c22ddbc0.jpeg;https://mnemoenglish.ru/sound/englishdom/drum.mp3
Аист;Stork;https://mnemoenglish.ru/img/mnemocard/14475a84701baf640828bbbae34354dd.jpeg;https://mnemoenglish.ru/sound/englishdom/stork.mp3
Кости игральные;Dice;https://mnemoenglish.ru/img/mnemocard/84f1a8d8f6f75d2b40ce5b6d43fd8ab5.jpeg;https://mnemoenglish.ru/sound/englishdom/dice.mp3
Чернила;Ink;https://mnemoenglish.ru/img/mnemocard/26f2594f0ea1f4bed5c7b8b61830cdf8.jpeg;https://mnemoenglish.ru/sound/englishdom/ink.mp3
Жидкость;Liquid;https://mnemoenglish.ru/img/mnemocard/17809ad24204689a9108b2dbd96b3bc6.jpeg;https://mnemoenglish.ru/sound/englishdom/liquid.mp3
Монета;Coin;https://mnemoenglish.ru/img/mnemocard/6e20b42e1f6cfaae36e03b59ee3b866d.jpeg;https://mnemoenglish.ru/sound/englishdom/coin.mp3
Бритва;Razor;https://mnemoenglish.ru/img/mnemocard/80b3c50f3b83dc1b82120ede2a524523.jpeg;https://mnemoenglish.ru/sound/englishdom/razor.mp3
Уморительный;Hilarious;https://mnemoenglish.ru/img/mnemocard/78ff18a18f63b6e341e76d56411a1d73.jpeg;https://mnemoenglish.ru/sound/englishdom/hilarious.mp3
Шутка;Joke;https://mnemoenglish.ru/img/mnemocard/41cc63825b7c927dcec9bc318847a406.jpeg;https://mnemoenglish.ru/sound/englishdom/joke.mp3
Смех;Laugh;https://mnemoenglish.ru/img/mnemocard/40bfa875cb70e26806baae98a02f49c1.jpeg;https://mnemoenglish.ru/sound/englishdom/laugh.mp3
Список избирателей;Poll;https://mnemoenglish.ru/img/mnemocard/81ad98ed75ed2bc0a1935878041be9fa.jpeg;https://mnemoenglish.ru/sound/englishdom/poll.mp3
Обвинять;Accuse;https://mnemoenglish.ru/img/mnemocard/8a50aaf6e8306b38cb64fca376e376d9.jpeg;https://mnemoenglish.ru/sound/englishdom/accuse.mp3
Корзина;Basket;https://mnemoenglish.ru/img/mnemocard/03f62ba0079a889e1a9226aa98bbd62e.jpeg;https://mnemoenglish.ru/sound/englishdom/basket.mp3
Желать;Wish;https://mnemoenglish.ru/img/mnemocard/0172e929137b41b9cb5f90b6d873863d.jpeg;https://mnemoenglish.ru/sound/englishdom/wish.mp3
Кисть;Brush;https://mnemoenglish.ru/img/mnemocard/4256efdc032468c6cb8a6915e8551c0c.jpeg;https://mnemoenglish.ru/sound/englishdom/brush.mp3
Вспышка;Flash;https://mnemoenglish.ru/img/mnemocard/3b020a01575ba0e05098d73cb93721bf.jpeg;https://mnemoenglish.ru/sound/englishdom/flash.mp3
Линза;Lens;https://mnemoenglish.ru/img/mnemocard/7d470f2db1f51399b4b61be54b108721.jpeg;https://mnemoenglish.ru/sound/englishdom/lens.mp3
Цепочка;Chain;https://mnemoenglish.ru/img/mnemocard/930377f9d60580a6f0da2c16547c4d87.jpeg;https://mnemoenglish.ru/sound/englishdom/chain.mp3
Очки;Glasses;https://mnemoenglish.ru/img/mnemocard/96d8d75239613a46a3a34e0ce17ece2e.jpeg;https://mnemoenglish.ru/sound/englishdom/glasses.mp3
Брошка;Pin;https://mnemoenglish.ru/img/mnemocard/84e8baa3210717a2e1461991be8adad7.jpeg;https://mnemoenglish.ru/sound/englishdom/pin.mp3
Кольцо;Ring;https://mnemoenglish.ru/img/mnemocard/78d20d78d64a7f94d41a55cac167e91a.jpeg;https://mnemoenglish.ru/sound/englishdom/ring.mp3
Бумажник;Wallet;https://mnemoenglish.ru/img/mnemocard/927e56c0c616caeeff6e4b73830b078f.jpeg;https://mnemoenglish.ru/sound/englishdom/wallet.mp3
Оттенок;Shade;https://mnemoenglish.ru/img/mnemocard/6f40af4a10e9c71612f22303a217de57.jpeg;https://mnemoenglish.ru/sound/englishdom/shade.mp3
Воск;Wax;https://mnemoenglish.ru/img/mnemocard/4d8497d1618d60abb174bb53bc0c6f40.jpeg;https://mnemoenglish.ru/sound/englishdom/wax.mp3
Мусор;Garbage;https://mnemoenglish.ru/img/mnemocard/34b0adbb02357b11e4d3ced1a413485b.jpeg;https://mnemoenglish.ru/sound/englishdom/garbage.mp3
Вязание;Knitting;https://mnemoenglish.ru/img/mnemocard/5d709337eea1b0e01d49646d7af5e125.jpeg;https://mnemoenglish.ru/sound/englishdom/knitting.mp3
Деление;Division;https://mnemoenglish.ru/img/mnemocard/28226112b59e62d63fccb683b690dbb6.jpeg;https://mnemoenglish.ru/sound/englishdom/division.mp3
Лесоматериалы;Timber;https://mnemoenglish.ru/img/mnemocard/7cd0cda858f2d7c55e960cae2a7c7b15.jpeg;https://mnemoenglish.ru/sound/englishdom/timber.mp3
Коврик;Rug;https://mnemoenglish.ru/img/mnemocard/8ff8f2a0edb5d996a1008f4e2e542ed0.jpeg;https://mnemoenglish.ru/sound/englishdom/rug.mp3
Скинуть карты;Drop;https://mnemoenglish.ru/img/mnemocard/64ad4afddb4a135b732fcf9ffa816082.jpeg;https://mnemoenglish.ru/sound/englishdom/drop.mp3
Парус;Sail;https://mnemoenglish.ru/img/mnemocard/289b81c53e69173572e0f6c1373e3b18.jpeg;https://mnemoenglish.ru/sound/englishdom/sail.mp3
Победитель;Winner;https://mnemoenglish.ru/img/mnemocard/1fe332bf04f00545585e78abdfb85a56.jpeg;https://mnemoenglish.ru/sound/englishdom/winner.mp3
Движение;Motion;https://mnemoenglish.ru/img/mnemocard/837b85fc2c227811c3e98b27d28e22c4.jpeg;https://mnemoenglish.ru/sound/englishdom/motion.mp3
Лента;Ribbon;https://mnemoenglish.ru/img/mnemocard/1cc8cdaf279b5a3a7ffc524118e0fd26.jpeg;https://mnemoenglish.ru/sound/englishdom/ribbon.mp3
Маховое движение;Swing;https://mnemoenglish.ru/img/mnemocard/9e9d80bd230ca4e107b3febe05ece0e5.jpeg;https://mnemoenglish.ru/sound/englishdom/swing.mp3
Барьер;Gate;https://mnemoenglish.ru/img/mnemocard/7d64dcd5551333ba28d369490fd38376.jpeg;https://mnemoenglish.ru/sound/englishdom/gate.mp3
Лыжа;Ski;https://mnemoenglish.ru/img/mnemocard/32fd951bbb4807bd6629b00448580e80.jpeg;https://mnemoenglish.ru/sound/englishdom/ski.mp3
Центр дома (в кёрлинге), пуговица;Button;https://mnemoenglish.ru/img/mnemocard/094e2074b21fcd9d226ef20af182d0aa.jpeg;https://mnemoenglish.ru/sound/englishdom/button.mp3
Корка;Peel;https://mnemoenglish.ru/img/mnemocard/7cc533bd37b1cf9ae1ba580b59051c48.jpeg;
Кажется;Seem to be;https://mnemoenglish.ru/img/mnemocard/3b0defa06397d221d52050359e5b26b1.jpeg;https://mnemoenglish.ru/sound/englishdom/seem to be.mp3
Причинять страдания;Tear;https://mnemoenglish.ru/img/mnemocard/4f52cad40ccad52f6d962828fa9fe612.jpeg;https://mnemoenglish.ru/sound/englishdom/tear.mp3
Священный;Sacred;https://mnemoenglish.ru/img/mnemocard/3afa5c12938e2d7fc65f3157ad4a27ed.jpeg;https://mnemoenglish.ru/sound/englishdom/sacred.mp3
Меч;Sword;https://mnemoenglish.ru/img/mnemocard/86ae9ef4488689be3f5b2409414cf342.jpeg;https://mnemoenglish.ru/sound/englishdom/sword.mp3
Ладонь,пальма;Palm;https://mnemoenglish.ru/img/mnemocard/773fca93884fa504bb3b5929c1fbc3ef.jpeg;https://mnemoenglish.ru/sound/manualy/palm.mp3
Проливающий слёзы;Weeping;https://mnemoenglish.ru/img/mnemocard/974a5c3128204451a755efd8e320ea84.jpeg;https://mnemoenglish.ru/sound/englishdom/weeping.mp3
Маятник;Pendulum;https://mnemoenglish.ru/img/mnemocard/3cc088003f2a2a2cf73b1e4f70c70138.jpeg;https://mnemoenglish.ru/sound/englishdom/pendulum.mp3
Сомнение;Doubt;https://mnemoenglish.ru/img/mnemocard/744a0fd8a7cd43fe0da3d516355df605.jpeg;https://mnemoenglish.ru/sound/englishdom/doubt.mp3
Безумный;Mad;https://mnemoenglish.ru/img/mnemocard/7d1f8349d5035cdde6e8f3e7a58ac045.jpeg;https://mnemoenglish.ru/sound/englishdom/mad.mp3
Молить;Beg;https://mnemoenglish.ru/img/mnemocard/39757fe4e39faad916ac554ab7abda1e.jpeg;https://mnemoenglish.ru/sound/englishdom/beg.mp3
Вина;Blame;https://mnemoenglish.ru/img/mnemocard/51db92c28e87725519bc900cd6a832fa.jpeg;https://mnemoenglish.ru/sound/englishdom/blame.mp3
Удача;Luck;https://mnemoenglish.ru/img/mnemocard/83dd6b747536fd5384734e0538016b7d.jpeg;https://mnemoenglish.ru/sound/englishdom/luck.mp3
Мнение;Opinion;https://mnemoenglish.ru/img/mnemocard/562065b15cfabd78466197b939103be2.jpeg;https://mnemoenglish.ru/sound/englishdom/opinion.mp3
Сладкий;Sweet;https://mnemoenglish.ru/img/mnemocard/12440ec98377a52546b38d68a0d07ee2.jpeg;https://mnemoenglish.ru/sound/englishdom/sweet.mp3
Корона;Crown;https://mnemoenglish.ru/img/mnemocard/1a59c9d674bd5ba8025b4b2f0d88ece4.jpeg;https://mnemoenglish.ru/sound/englishdom/crown.mp3
Лопата;Shovel;https://mnemoenglish.ru/img/mnemocard/66dabde36c1943733560077afa621401.jpeg;
Разум;Mind;https://mnemoenglish.ru/img/mnemocard/6e3ccb09277ae3623cfff5503a943a20.jpeg;https://mnemoenglish.ru/sound/englishdom/mind.mp3
Педант;Stickler;https://mnemoenglish.ru/img/mnemocard/1430d97f96d17ffceb491fd9fb91e4b7.jpeg;https://mnemoenglish.ru/sound/englishdom/stickler.mp3
Поманить;Beckon;https://mnemoenglish.ru/img/mnemocard/9733896493552080f2a44138a0e480ee.jpeg;https://mnemoenglish.ru/sound/englishdom/beckon.mp3
Жертвовать;Sacrifice;https://mnemoenglish.ru/img/mnemocard/57604579792d854dd11fdd9bcad48bc3.jpeg;https://mnemoenglish.ru/sound/englishdom/sacrifice.mp3
Визжать;Shriek;https://mnemoenglish.ru/img/mnemocard/382b48419536e8b603d9ea858e48f0cc.jpeg;https://mnemoenglish.ru/sound/manualy/shriek.ogg
Хвост;Tail;https://mnemoenglish.ru/img/mnemocard/22269701fee7810cf4dffbf905113080.jpeg;https://mnemoenglish.ru/sound/manualy/tail.ogg
Раздуваться;Bloat;https://mnemoenglish.ru/img/mnemocard/28645797aff248d58dad7aabacfb9feb.jpeg;
Клык;Canine;https://mnemoenglish.ru/img/mnemocard/8e3d2366b110490200f6475301b5c3f9.jpeg;https://mnemoenglish.ru/sound/manualy/canine.ogg
Дуть;Blow;https://mnemoenglish.ru/img/mnemocard/213cdd994355f24b0db2a4a2a8416d26.jpeg;https://mnemoenglish.ru/sound/manualy/blow.ogg
Гардероб;Checkroom;https://mnemoenglish.ru/img/mnemocard/5767c425dd00fa11df0f05325afdaf00.jpeg;https://mnemoenglish.ru/sound/manualy/checkroom.ogg
Грудь,грудная клетка;Chest;https://mnemoenglish.ru/img/mnemocard/297a231e70a227e81a7a86f5dedc8485.jpeg;https://mnemoenglish.ru/sound/manualy/chest.ogg
Уголь;Coal;https://mnemoenglish.ru/img/mnemocard/44a336d5de7852aeff82ca9867be73d6.jpeg;https://mnemoenglish.ru/sound/manualy/coal.ogg
Воротник;Collar;https://mnemoenglish.ru/img/mnemocard/332ccc183ad63e516b7a6a19d499791f.jpeg;https://mnemoenglish.ru/sound/manualy/collar.ogg
Сравнение;Comparison;https://mnemoenglish.ru/img/mnemocard/60660209c2f5ea0e488e36f0ab314825.jpeg;https://mnemoenglish.ru/sound/manualy/comparison.ogg
Крик;Cry;https://mnemoenglish.ru/img/mnemocard/5279f3520d5f659ffe77d21f0175e0ab.jpeg;https://mnemoenglish.ru/sound/manualy/cry.ogg
Виновник;Culprit;https://mnemoenglish.ru/img/mnemocard/9a41a57e6a590fca88e0ea20bc48034c.jpeg;https://mnemoenglish.ru/sound/manualy/culprit.ogg
Страх;Fear;https://mnemoenglish.ru/img/mnemocard/97abc508c3bcf054eb525f2fff419fbf.jpeg;https://mnemoenglish.ru/sound/manualy/fear.ogg
Забор;Fence;https://mnemoenglish.ru/img/mnemocard/5a8702535f4fd3d2ac6e1d876abdab96.jpeg;https://mnemoenglish.ru/sound/manualy/fence.ogg
Перчатка;Glove;https://mnemoenglish.ru/img/mnemocard/1caf8f9f730222f227e6d00e6ea64f40.jpeg;https://mnemoenglish.ru/sound/manualy/glove.ogg
Пистолет;Gun;https://mnemoenglish.ru/img/mnemocard/9ca31d88629c6f3a0cc322a0381ec7c2.jpeg;https://mnemoenglish.ru/sound/manualy/gun.ogg
Слух;Hearing;https://mnemoenglish.ru/img/mnemocard/33683ac9ae3e27c8dbddc8cfd20759e6.jpeg;https://mnemoenglish.ru/sound/manualy/hearing.ogg
Жара;Heat;https://mnemoenglish.ru/img/mnemocard/225d11711a60a31fba3fab3739309e70.jpeg;https://mnemoenglish.ru/sound/manualy/heat.ogg
Дыра;Hole;https://mnemoenglish.ru/img/mnemocard/68751b90e6d17966b7f1838ad889447c.jpeg;https://mnemoenglish.ru/sound/manualy/hole.ogg
Соединять;Join;https://mnemoenglish.ru/img/mnemocard/6901273401218a47fca00c0829ea0177.jpeg;https://mnemoenglish.ru/sound/manualy/join.ogg
Прыжок;Jump;https://mnemoenglish.ru/img/mnemocard/4d2d8755fe4c481ed7506d53cb38663c.jpeg;https://mnemoenglish.ru/sound/manualy/jump.ogg
Узел;Knot;https://mnemoenglish.ru/img/mnemocard/6ab0cd3026d316b2ac48bcd77acf5bc0.jpeg;https://mnemoenglish.ru/sound/manualy/knot.ogg
Ресницы;Lashes;https://mnemoenglish.ru/img/mnemocard/66bb12dbfebecea34409f943702b3f51.jpeg;
Последний;Last;https://mnemoenglish.ru/img/mnemocard/1c793125d014b642c1234c717caded0a.jpeg;https://mnemoenglish.ru/sound/manualy/last.ogg
Запах;Odor;https://mnemoenglish.ru/img/mnemocard/6dff4719062947642e5fdf1a72f51bad.jpeg;
Насос;Pump;https://mnemoenglish.ru/img/mnemocard/75a50dcf1e2113a233a2f02ebc243934.jpeg;https://mnemoenglish.ru/sound/manualy/pump.ogg
Гонка;Race;https://mnemoenglish.ru/img/mnemocard/7a2b62e1f12728bae954434bd4a8764b.jpeg;https://mnemoenglish.ru/sound/manualy/race.ogg
Родственники;Relatives;https://mnemoenglish.ru/img/mnemocard/33b2a74857ccb4e618bbc4ec5199142b.jpeg;
Стержень, прут;Rod;https://mnemoenglish.ru/img/mnemocard/47c22d8a45caa5862d7bed55eadd4acb.jpeg;https://mnemoenglish.ru/sound/manualy/rod.ogg
Тереть, натирать;Rub;https://mnemoenglish.ru/img/mnemocard/2197ef0c47fc39e758243911c4464d1f.jpeg;https://mnemoenglish.ru/sound/manualy/rub.ogg
Шкала;Scale;https://mnemoenglish.ru/img/mnemocard/22ddb471b37b58e98265cf79a19d3d3d.jpeg;https://mnemoenglish.ru/sound/manualy/scale.ogg
Лом (металлолом);Scrap;https://mnemoenglish.ru/img/mnemocard/7b590a3065e2f026cfe39b48078382b0.jpeg;https://mnemoenglish.ru/sound/manualy/scrap.ogg
Винт, шуруп;Screw;https://mnemoenglish.ru/img/mnemocard/27380ae75e90db348461f0d1bdb67a10.jpeg;https://mnemoenglish.ru/sound/manualy/screw.ogg
Отвёртка;Screwdriver;https://mnemoenglish.ru/img/mnemocard/4af438a88bc34b44d5325ef2c053da5c.jpeg;https://mnemoenglish.ru/sound/manualy/screwdriver.ogg
Стыд, позор;Shame;https://mnemoenglish.ru/img/mnemocard/4e3abb6cb0eb0494a8cbfa4a37e98998.jpeg;https://mnemoenglish.ru/sound/manualy/shame.ogg
Скользить;Slip;https://mnemoenglish.ru/img/mnemocard/2cd5b4933a81fbba07dc7a2b13555e85.jpeg;https://mnemoenglish.ru/sound/manualy/slip.ogg
Дух;Spirit;https://mnemoenglish.ru/img/mnemocard/32ed62dfb0fad23de8de3f15f0b41857.jpeg;https://mnemoenglish.ru/sound/manualy/spirit.ogg
Пятно;Spot;https://mnemoenglish.ru/img/mnemocard/9b0d9079924f069c1712f24a1933e179.jpeg;https://mnemoenglish.ru/sound/manualy/spot.ogg
Закат солнца;Sunset;https://mnemoenglish.ru/img/mnemocard/66a5a88a5391580bb765609932a0cf0d.jpeg;https://mnemoenglish.ru/sound/manualy/sunset.ogg
Мести;Sweep;https://mnemoenglish.ru/img/mnemocard/2951ab68bf42af369242923f9a34c703.jpeg;https://mnemoenglish.ru/sound/manualy/sweep.ogg
Трудиться;Toil;https://mnemoenglish.ru/img/mnemocard/25f50363b7366cea245cefdd89771d92.jpeg;https://mnemoenglish.ru/sound/manualy/toil.ogg
Знак, признак;Token;https://mnemoenglish.ru/img/mnemocard/2eea7377999b6682d31b0000684e9726.jpeg;https://mnemoenglish.ru/sound/manualy/token.ogg
Поворот, оборот;Turn;https://mnemoenglish.ru/img/mnemocard/8923c225c2542e2709c2d521848ea4b3.jpeg;https://mnemoenglish.ru/sound/manualy/turn.ogg
Не в состоянии;Unable;https://mnemoenglish.ru/img/mnemocard/7a30658bda80d526f0805583bd457094.jpeg;https://mnemoenglish.ru/sound/manualy/unable.ogg
Голос;Voice;https://mnemoenglish.ru/img/mnemocard/7a7301f3e498397f633eff2bcdd16977.jpeg;https://mnemoenglish.ru/sound/manualy/voice.ogg
Погода;Weather;https://mnemoenglish.ru/img/mnemocard/6f7f895b1e53ef9d6387d4759cac3212.jpeg;https://mnemoenglish.ru/sound/manualy/weather.ogg
Весь, целый;Whole;https://mnemoenglish.ru/img/mnemocard/1a77a1d19211cf6a33f0e7c43857ca77.jpeg;https://mnemoenglish.ru/sound/manualy/whole.ogg
Нет на месте;Absent;https://mnemoenglish.ru/img/mnemocard/4fcf1aa1aef23c8a8bc283a577a2452e.jpeg;https://mnemoenglish.ru/sound/manualy/absent.ogg
Аплодисменты;Applause;https://mnemoenglish.ru/img/mnemocard/27c0839b60f98dae572abcc5e3d6a1a7.jpeg;https://mnemoenglish.ru/sound/manualy/applause.ogg
Румяна;Blusher;https://mnemoenglish.ru/img/mnemocard/2fb3bb68ba7a3cea15dc685138ea1c85.jpeg;https://mnemoenglish.ru/sound/manualy/blusher.ogg
Коробка;Box;https://mnemoenglish.ru/img/mnemocard/8fcb24b35980272411bf0b8dee311cb8.jpeg;https://mnemoenglish.ru/sound/manualy/box.ogg
Койка;Bunk;https://mnemoenglish.ru/img/mnemocard/228fa17393e211a3b14f28d8144c6836.jpeg;https://mnemoenglish.ru/sound/manualy/bunk.ogg
Деньги;Cash;https://mnemoenglish.ru/img/mnemocard/636db609d43bd25c6e9642c34f9bbf7d.jpeg;https://mnemoenglish.ru/sound/manualy/cash.ogg
Аплодисменты, хлопающий;Clapping;https://mnemoenglish.ru/img/mnemocard/5bbebaf3c3646a3262c4aedf033be33b.jpeg;
Набирать номер, диск;Dial;https://mnemoenglish.ru/img/mnemocard/14df88107b0cc5c20b12da485308241a.jpeg;https://mnemoenglish.ru/sound/manualy/dial.ogg
Смещать, перемещать;Displace;https://mnemoenglish.ru/img/mnemocard/41a84b4ac6cee9adde597572c6c99d55.jpeg;https://mnemoenglish.ru/sound/manualy/displace.ogg
Чувствовать;Feel;https://mnemoenglish.ru/img/mnemocard/99bd24e53eb3464e5a5bbd298ec83e72.jpeg;https://mnemoenglish.ru/sound/manualy/feel.ogg
Поплавок, плавать;Float;https://mnemoenglish.ru/img/mnemocard/8cfd69f1196dd3dc101cb49819cfacaf.jpeg;https://mnemoenglish.ru/sound/manualy/float.ogg
Гостинная;Lounge;https://mnemoenglish.ru/img/mnemocard/38062ff080c7787d54c3d18c9e75eaf9.jpeg;https://mnemoenglish.ru/sound/manualy/lounge.ogg
Шум;Noise;https://mnemoenglish.ru/img/mnemocard/2e50c8ab68bc4585518fdba09ffd79a9.jpeg;https://mnemoenglish.ru/sound/manualy/noise.ogg
Пароль;Password;https://mnemoenglish.ru/img/mnemocard/5bcb93c3ce1ab1057c88447a4dacbde2.jpeg;https://mnemoenglish.ru/sound/manualy/password.ogg
Марионетка;Puppet;https://mnemoenglish.ru/img/mnemocard/8566b87da73e6308042c5b303f62ed9c.jpeg;https://mnemoenglish.ru/sound/manualy/puppet.ogg
Сдвиг;Shift;https://mnemoenglish.ru/img/mnemocard/83f1cdda4b772cb3e151fa8320abaf07.jpeg;https://mnemoenglish.ru/sound/manualy/shift.ogg
Кегли;Skittles;https://mnemoenglish.ru/img/mnemocard/044c44a7bde080c22bbc64bf811f00eb.jpeg;
Рукав;Sleeve;https://mnemoenglish.ru/img/mnemocard/4e93db3de25b2fbc6d191a1057f7577e.jpeg;https://mnemoenglish.ru/sound/manualy/sleeve.ogg
Водопроводный кран;Tap;https://mnemoenglish.ru/img/mnemocard/64f8564b8714a8898fab5548d0d8eac7.jpeg;https://mnemoenglish.ru/sound/manualy/tap.ogg
Планшет;The tablet;https://mnemoenglish.ru/img/mnemocard/31de59e94a00bbb3fc35b2943c1ca31a.jpeg;
Пропадать;Vanish;https://mnemoenglish.ru/img/mnemocard/3965c351a1501de659da0a4640e57780.jpeg;https://mnemoenglish.ru/sound/manualy/vanish.ogg
Деформироваться;Warp;https://mnemoenglish.ru/img/mnemocard/7a37ca9859e588c921e57ad2f9b11b51.jpeg;https://mnemoenglish.ru/sound/manualy/warp.ogg
Странный;Odd;https://mnemoenglish.ru/img/mnemocard/779f89f1ece8380d19d8c711b42779f3.jpeg;https://mnemoenglish.ru/sound/manualy/odd.ogg
Санки;Sleigh;https://mnemoenglish.ru/img/mnemocard/46786778ac27a904765909353cebba87.jpeg;https://mnemoenglish.ru/sound/manualy/sleigh.ogg
Режим;Mode;https://mnemoenglish.ru/img/mnemocard/03354c299fb799ed653439bab71b081e.jpeg;https://mnemoenglish.ru/sound/manualy/mode.ogg
Шотландский;Scotch;https://mnemoenglish.ru/img/mnemocard/6302dcfcbc3dcea4b42a105b770c966a.jpeg;https://mnemoenglish.ru/sound/manualy/scotch.ogg
Коготь;Talon;https://mnemoenglish.ru/img/mnemocard/1c50cc4ba5942cd8af2d6b554eecdb1c.jpeg;https://mnemoenglish.ru/sound/manualy/talon.ogg
